id,catalog_number,description,product_substitutions
141791,17Q07LR14WP,Dodge 17Q07LR14WP CENTER DISTANCE: 1.7 RATIO: 7:1 OUTPUT RPM: 250,none
141790,17Q07L14WP,Dodge 17Q07L14WP CENTER DISTANCE: 1.7 RATIO: 7:1 OUTPUT RPM: 250,none
141789,17Q05R56WP,Dodge 17Q05R56WP CENTER DISTANCE: 1.7 RATIO: 5:1 OUTPUT RPM: 350,none
141788,17Q05R14WP,Dodge 17Q05R14WP CENTER DISTANCE: 1.7 RATIO: 5:1 OUTPUT RPM: 350,none
141787,17Q05LR14WP,Dodge 17Q05LR14WP CENTER DISTANCE: 1.7 RATIO: 5:1 OUTPUT RPM: 350,none
141786,17Q05L56WP,Dodge 17Q05L56WP CENTER DISTANCE: 1.7 RATIO: 5:1 OUTPUT RPM: 350,none
141785,17Q05L14WP,Dodge 17Q05L14WP CENTER DISTANCE: 1.7 RATIO: 5:1 OUTPUT RPM: 350,none
141784,17Q60R56WP,Dodge 17Q60R56WP CENTER DISTANCE: 1.7 RATIO: 60:1 OUTPUT RPM: 29.17,none
141783,17Q50R56WP,Dodge 17Q50R56WP CENTER DISTANCE: 1.7 RATIO: 50:1 OUTPUT RPM: 35,none
141782,17Q50L56WP,Dodge 17Q50L56WP CENTER DISTANCE: 1.7 RATIO: 50:1 OUTPUT RPM: 35,none
141781,17Q40R56WP,Dodge 17Q40R56WP CENTER DISTANCE: 1.7 RATIO: 40:1 OUTPUT RPM: 43.75,none
141780,17Q40LR56WP,Dodge 17Q40LR56WP CENTER DISTANCE: 1.7 RATIO: 40:1 OUTPUT RPM: 43.75,none
141779,17Q30R56WP,Dodge 17Q30R56WP CENTER DISTANCE: 1.7 RATIO: 30:1 OUTPUT RPM: 58.33,none
141778,17Q30L56WP,Dodge 17Q30L56WP CENTER DISTANCE: 1.7 RATIO: 30:1 OUTPUT RPM: 58.33,none
141777,17Q25R56WP,Dodge 17Q25R56WP CENTER DISTANCE: 1.7 RATIO: 25:1 OUTPUT RPM: 70,none
141776,17Q25LR56WP,Dodge 17Q25LR56WP CENTER DISTANCE: 1.7 RATIO: 25:1 OUTPUT RPM: 70,none
141775,176Q10R56WP,DODGE 176Q10R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141774,176Q10L56WP,DODGE 176Q10L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141773,176Q07R56WP,DODGE 176Q07R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141772,15Q20L56,DODGE 176Q07R14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141771,176Q07L14WP,DODGE 176Q07L14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141770,176Q05R56WP,DODGE 176Q05R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141769,176Q05R14WP,DODGE 176Q05R14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141768,176Q05L56WP,DODGE 176Q05L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141767,176Q60R56WP,DODGE 176Q60R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141766,176Q50R56WP,DODGE 176Q50R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141765,176Q40R56WP,DODGE 176Q40R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141764,176Q40L56WP,DODGE 176Q40L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141763,176Q30L56WP,DODGE 176Q30L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141762,176Q25R56WP,DODGE 176Q25R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141761,176Q25L56WP,DODGE 176Q25L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141760,176Q20R56WP,DODGE 176Q20R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141759,176Q20L56WP,DODGE 176Q20L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141758,176Q15R56WP,DODGE 176Q15R56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141757,176Q15L56WP,DODGE 176Q15L56WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141756,176Q15L14WP,DODGE 176Q15L14WP TIGEAR-2 REDUCER W/ WHITE PAINT,none
141755,15Q10LR56WP,Dodge 15Q10LR56WP CENTER DISTANCE: 1.5 RATIO: 10:1 OUTPUT RPM: 175,none
141754,15Q10L56WP,Dodge 15Q10L56WP CENTER DISTANCE: 1.5 RATIO: 10:1 OUTPUT RPM: 175,none
141753,15Q07R56WP,Dodge 15Q07R56WP CENTER DISTANCE: 1.5 RATIO: 7:1 OUTPUT RPM: 250,none
141752,15Q07LR56WP,Dodge 15Q07LR56WP CENTER DISTANCE: 1.5 RATIO: 7:1 OUTPUT RPM: 250,none
141751,15Q05LR56WP,Dodge 15Q05LR56WP CENTER DISTANCE: 1.5 RATIO: 5:1 OUTPUT RPM: 350,none
141750,15Q60R56WP,Dodge 15Q60R56WP CENTER DISTANCE: 1.5 RATIO: 60:1 OUTPUT RPM: 29.17,none
141749,15Q60LR56WP,Dodge 15Q60LR56WP CENTER DISTANCE: 1.5 RATIO: 60:1 OUTPUT RPM: 29.17,none
141748,15Q60L56WP,Dodge 15Q60L56WP CENTER DISTANCE: 1.5 RATIO: 60:1 OUTPUT RPM: 29.17,none
141747,15Q50LR56WP,Dodge 15Q50LR56WP CENTER DISTANCE: 1.5 RATIO: 50:1 OUTPUT RPM: 35,none
141746,15Q50L56WP,Dodge 15Q50L56WP CENTER DISTANCE: 1.5 RATIO: 50:1 OUTPUT RPM: 35,none
141745,15Q40R56WP,Dodge 15Q40R56WP CENTER DISTANCE: 1.5 RATIO: 40:1 OUTPUT RPM: 43.75,none
141744,15Q40LR56WP,Dodge 15Q40LR56WP CENTER DISTANCE: 1.5 RATIO: 40:1 OUTPUT RPM: 43.75,none
141743,15Q30LR56WP,Dodge 15Q30LR56WP CENTER DISTANCE: 1.5 RATIO: 30:1 OUTPUT RPM: 58.33,none
141742,15Q25R56WP,Dodge 15Q25R56WP CENTER DISTANCE: 1.5 RATIO: 25:1 OUTPUT RPM: 70,none
141741,15Q25LR56WP,Dodge 15Q25LR56WP CENTER DISTANCE: 1.5 RATIO: 25:1 OUTPUT RPM: 70,none
141740,15Q25L56WP,Dodge 15Q25L56WP CENTER DISTANCE: 1.5 RATIO: 25:1 OUTPUT RPM: 70,none
141739,15Q20LR56WP,Dodge 15Q20LR56WP CENTER DISTANCE: 1.5 RATIO: 20:1 OUTPUT RPM: 87.5,none
141738,15Q20L56WP,Dodge 15Q20L56WP CENTER DISTANCE: 1.5 RATIO: 20:1 OUTPUT RPM: 87.5,none
141737,15Q15R56WP,Dodge 15Q15R56WP CENTER DISTANCE: 1.5 RATIO: 15:1 OUTPUT RPM: 116.67,none
141736,15Q60R56,Dodge 15Q60R56 CENTER DISTANCE: 1.5 RATIO: 60:1 OUTPUT RPM: 29.17,none
141735,15Q60LR56,Dodge 15Q60LR56 CENTER DISTANCE: 1.5 RATIO: 60:1 OUTPUT RPM: 29.17,none
141734,15Q60L56,Dodge 15Q60L56 CENTER DISTANCE: 1.5 RATIO: 60:1 OUTPUT RPM: 29.17,none
141733,15Q50R56,Dodge 15Q50R56 CENTER DISTANCE: 1.5 RATIO: 50:1 OUTPUT RPM: 35,none
141732,15Q50L56,Dodge 15Q50L56 CENTER DISTANCE: 1.5 RATIO: 50:1 OUTPUT RPM: 35,none
141731,15Q40R56,Dodge 15Q40R56 CENTER DISTANCE: 1.5 RATIO: 40:1 OUTPUT RPM: 43.75,none
141730,15Q40L56,Dodge 15Q40L56 CENTER DISTANCE: 1.5 RATIO: 40:1 OUTPUT RPM: 43.75,none
141729,15Q30LR56,Dodge 15Q30LR56 CENTER DISTANCE: 1.5 RATIO: 30:1 OUTPUT RPM: 58.33,none
141728,15Q25R56,Dodge 15Q25R56 CENTER DISTANCE: 1.5 RATIO: 25:1 OUTPUT RPM: 70,none
141727,15Q25LR56,Dodge 15Q25LR56 CENTER DISTANCE: 1.5 RATIO: 25:1 OUTPUT RPM: 70,none
141726,15Q25L56,Dodge 15Q25L56 CENTER DISTANCE: 1.5 RATIO: 25:1 OUTPUT RPM: 70,none
141725,15Q20LR56,Dodge 15Q20LR56 CENTER DISTANCE: 1.5 RATIO: 20:1 OUTPUT RPM: 87.5,none
141724,15Q20L56,Dodge 15Q20L56 CENTER DISTANCE: 1.5 RATIO: 20:1 OUTPUT RPM: 87.5,none
141723,15Q15L56,Dodge 15Q15L56 CENTER DISTANCE: 1.5 RATIO: 15:1 OUTPUT RPM: 116.67,none
141722,15Q10R56,Dodge 15Q10R56 CENTER DISTANCE: 1.5 RATIO: 10:1 OUTPUT RPM: 175,none
141721,15Q10LR56,Dodge 15Q10LR56 CENTER DISTANCE: 1.5 RATIO: 10:1 OUTPUT RPM: 175,none
141720,15Q07LR56,Dodge 15Q07LR56 CENTER DISTANCE: 1.5 RATIO: 7:1 OUTPUT RPM: 250,none
141719,15Q07L56,Dodge 15Q07L56 CENTER DISTANCE: 1.5 RATIO: 7:1 OUTPUT RPM: 250,none
141718,15Q05R56,Dodge 15Q05R56 CENTER DISTANCE: 1.5 RATIO: 5:1 OUTPUT RPM: 350,none
141717,15Q05LR56,Dodge 15Q05LR56 CENTER DISTANCE: 1.5 RATIO: 5:1 OUTPUT RPM: 350,none
141716,13Q60R56WP,Dodge 13Q60R56WP CENTER DISTANCE: 1.3 RATIO: 60:1 OUTPUT RPM: 29.17,none
141715,13Q60LR56WP,Dodge 13Q60LR56WP CENTER DISTANCE: 1.3 RATIO: 60:1 OUTPUT RPM: 29.17,none
141714,13Q50R56WP,Dodge 13Q50R56WP CENTER DISTANCE: 1.3 RATIO: 50:1 OUTPUT RPM: 35,none
141713,13Q50LR56WP,Dodge 13Q50LR56WP CENTER DISTANCE: 1.3 RATIO: 50:1 OUTPUT RPM: 35,none
141712,13Q50L56WP,Dodge 13Q50L56WP CENTER DISTANCE: 1.3 RATIO: 50:1 OUTPUT RPM: 35,none
141711,13Q40L56WP,Dodge 13Q40L56WP CENTER DISTANCE: 1.3 RATIO: 40:1 OUTPUT RPM: 43.75,none
141710,13Q30LR56WP,Dodge 13Q30LR56WP CENTER DISTANCE: 1.3 RATIO: 30:1 OUTPUT RPM: 58.33,none
141709,13Q30L56WP,Dodge 13Q30L56WP CENTER DISTANCE: 1.3 RATIO: 30:1 OUTPUT RPM: 58.33,none
141708,13Q25R56WP,Dodge 13Q25R56WP CENTER DISTANCE: 1.3 RATIO: 25:1 OUTPUT RPM: 70,none
141707,13Q25L56WP,Dodge 13Q25L56WP CENTER DISTANCE: 1.3 RATIO: 25:1 OUTPUT RPM: 70,none
141706,13Q20R56WP,Dodge 13Q20R56WP CENTER DISTANCE: 1.3 RATIO: 20:1 OUTPUT RPM: 87.5,none
141705,13Q20LR56WP,Dodge 13Q20LR56WP CENTER DISTANCE: 1.3 RATIO: 20:1 OUTPUT RPM: 87.5,none
141704,13Q20L56WP,Dodge 13Q20L56WP CENTER DISTANCE: 1.3 RATIO: 20:1 OUTPUT RPM: 87.5,none
141703,13Q15L56WP,Dodge 13Q15L56WP CENTER DISTANCE: 1.3 RATIO: 15:1 OUTPUT RPM: 116.67,none
141702,13Q10LR56WP,Dodge 13Q10LR56WP CENTER DISTANCE: 1.3 RATIO: 10:1 OUTPUT RPM: 175,none
141701,13Q10L56WP,Dodge 13Q10L56WP CENTER DISTANCE: 1.3 RATIO: 10:1 OUTPUT RPM: 175,none
141700,13Q07R56WP,Dodge 13Q07R56WP CENTER DISTANCE: 1.3 RATIO: 7:1 OUTPUT RPM: 250,none
141699,13Q07L56WP,Dodge 13Q07L56WP CENTER DISTANCE: 1.3 RATIO: 7:1 OUTPUT RPM: 250,none
141698,13Q05R56WP,Dodge 13Q05R56WP CENTER DISTANCE: 1.3 RATIO: 5:1 OUTPUT RPM: 350,none
141697,13Q05LR56WP,Dodge 13Q05LR56WP CENTER DISTANCE: 1.3 RATIO: 5:1 OUTPUT RPM: 350,none
141696,13Q60L56,Dodge 13Q60L56 CENTER DISTANCE: 1.3 RATIO: 60:1 OUTPUT RPM: 29.17,none
141695,13Q50R56,Dodge 13Q50R56 CENTER DISTANCE: 1.3 RATIO: 50:1 OUTPUT RPM: 35,none
141694,13Q50LR56,Dodge 13Q50LR56 CENTER DISTANCE: 1.3 RATIO: 50:1 OUTPUT RPM: 35,none
141693,13Q50L56,Dodge 13Q50L56 CENTER DISTANCE: 1.3 RATIO: 50:1 OUTPUT RPM: 35,none
141692,13Q40LR56,Dodge 13Q40LR56 CENTER DISTANCE: 1.3 RATIO: 40:1 OUTPUT RPM: 43.75,none
141691,13Q30R56,Dodge 13Q30R56 CENTER DISTANCE: 1.3 RATIO: 30:1 OUTPUT RPM: 58.33,none
141690,13Q30LR56,Dodge 13Q30LR56 CENTER DISTANCE: 1.3 RATIO: 30:1 OUTPUT RPM: 58.33,none
141689,13Q25R56,Dodge 13Q25R56 CENTER DISTANCE: 1.3 RATIO: 25:1 OUTPUT RPM: 70,none
141688,13Q25L56,Dodge 13Q25L56 CENTER DISTANCE: 1.3 RATIO: 25:1 OUTPUT RPM: 70,none
141687,13Q20R56,Dodge 13Q20R56 CENTER DISTANCE: 1.3 RATIO: 20:1 OUTPUT RPM: 87.5,none
141686,13Q20LR56,Dodge 13Q20LR56 CENTER DISTANCE: 1.3 RATIO: 20:1 OUTPUT RPM: 87.5,none
141685,13Q20L56,Dodge 13Q20L56 CENTER DISTANCE: 1.3 RATIO: 20:1 OUTPUT RPM: 87.5,none
141684,13Q15LR56,Dodge 13Q15LR56 CENTER DISTANCE: 1.3 RATIO: 15:1 OUTPUT RPM: 116.67,none
141683,13Q10LR56,Dodge 13Q10LR56 CENTER DISTANCE: 1.3 RATIO: 10:1 OUTPUT RPM: 175,none
141682,13Q07R56,Dodge 13Q07R56 CENTER DISTANCE: 1.3 RATIO: 7:1 OUTPUT RPM: 250,none
141681,13Q07LR56,Dodge 13Q07LR56 CENTER DISTANCE: 1.3 RATIO: 7:1 OUTPUT RPM: 250,none
141680,13Q07L56,Dodge 13Q07L56 CENTER DISTANCE: 1.3 RATIO: 7:1 OUTPUT RPM: 250,none
141679,13Q05LR56,Dodge 13Q05LR56 CENTER DISTANCE: 1.3 RATIO: 5:1 OUTPUT RPM: 350,none
139837,244391,DODGE 244391 TA4M MOTOR MOUNT ASSY,none
138207,47SHAFTREV,DODGE 47SHAFTREV SHAFT REVERSAL KIT T2 SIZE 47,none
138206,20SHAFTREV,DODGE 20SHAFTREV SHAFT REVERSAL KIT T2 SIZE 20,none
138205,15SHAFTREV,DODGE 15SHAFTREV SHAFT REVERSAL KIT T2 SIZE 15,none
138204,35SHAFTREV,DODGE 35SHAFTREV SHAFT REVERSAL KIT T2 SIZE 35,none
138203,30SHAFTREV,DODGE 30SHAFTREV SHAFT REVERSAL KIT T2 SIZE 30,none
138202,26SHAFTREV,DODGE 26SHAFTREV SHAFT REVERSAL KIT T2 SIZE 26,none
138148,334271,DODGE 334271 Oil Seal T2,none
137377,243389,243389 TXT3S STD MTR MT BELT GUARD ASSY,none
137376,243164,243164 TXT3S LG MTR MT BELT GUARD ASSY,none
137375,243153,243153 TXT3D LG MTR MT BELT GUARD ASSY,none
137374,247153,247153 SCXT7D LG MTR MT BELT GUARD ASSY,none
137373,246478,246478 SCXT6S STD MTR MT BELT GRD ASSY,none
137372,246476,246476 SCXT6D STD MTR MT BELT GRD ASSY,none
137371,246148,246148 SCXT6D LG MTR MT BELT GUARD ASSY,none
137370,245497,245497 SCXT5S STD MTR MT BELT GRD ASSY,none
137369,245495,245495 SCXT5D STD MTR MT BELT GRD ASSY,none
137368,245103,245103 SCXT5D LG MTR MT BELT GUARD ASSY,none
137366,249395,249395 TXT9D STD MTR MT BELT GUARD ASSY,none
137365,247146,247146 TXT7S LG MTR MT BELT GUARD ASSY,none
137364,247390,247390 TXT7D STD MTR MT BELT GUARD ASSY,none
137363,247152,247152 TXT7D LG MTR MT BELT GUARD ASSY,none
137362,248397,248397 TXT8S STD MTR MT BELT GUARD ASSY,none
137361,245389,245389 TXT5S STD MTR MT BELT GUARD ASSY,none
137360,245162,245162 TXT5S LG MTR MT BELT GUARD ASSY,none
137359,245387,245387 TXT5D STD MTR MT BELT GUARD ASSY,none
137358,246132,246132 TXT6S LG MTR MT BELT GUARD ASSY,none
137357,246147,246147 TXT6D LG MTR MT BELT GUARD ASSY,none
137356,244397,244397 TXT4S STD MTR MT BELT GUARD ASSY,none
137355,244164,244164 TXT4S LG MTR MT BELT GUARD ASSY,none
137354,244395,244395 TXT4D STD MTR MT BELT GUARD ASSY,none
137353,242397,242397 TXT2S STD MTR MT BELT GUARD ASSY,none
137352,242395,242395 TXT2D STD MTR MT BELT GUARD ASSY,none
137351,272688,272688 TXT12D STD MTR MT BELT GRD ASSY,none
137350,250395,250395 TXT10D STD MTR MT BELT GRD ASSY,none
137349,247476,247476 SCXT7S STD MTR MT BELT GRD ASSY,none
137348,247149,247149 SCXT7S LG MTR MT BELT GUARD ASSY,none
137347,243418,243418 SCXT3S STD MTR MT BELT GRD ASSY,none
137346,243167,243167 SCXT3S LG MTR MT BELT GUARD ASSY,none
137345,243154,243154 SCXT3D LG MTR MT BELT GUARD ASSY,none
137344,244491,244491 SCXT4S STD MTR MT BELT GRD ASSY,none
137343,244167,244167 SCXT4S LG MTR MT BELT GUARD ASSY,none
137342,242491,242491 SCXT2S STD MTR MT BELT GRD ASSY,none
137341,242489,242489 SCXT2D STD MTR MT BELT GRD ASSY,none
137340,242223,242223 SCXT2D LG MTR MT BELT GUARD ASSY,none
137339,241491,241491 SCXT1S STD MTR MT BELT GRD ASSY,none
137338,241142,241142 SCXT1S LG MTR MT BELT GUARD ASSY,none
137337,241149,241149 SCXT1D LG MTR MT BELT GUARD ASSY,none
137336,246608,246608 TXT3A SS OPN AUX COVER ASSY,none
137335,246607,246607 TXT3A SS CLS AUX COVER ASSY,none
137334,243577,243577 TXT3A TACONITE AUX SEAL KIT,none
137328,272727,272727 SCXT7 TACONITE AUX SEAL KIT,none
137326,272685,272685 TXT705 COOLING FAN ASSY,none
137324,246623,246623 TXT7 SS OPN AUX COVER ASSY,none
137323,246622,246622 TXT7 SS CLS AUX COVER ASSY,none
137322,241105,241105 TXT 7-10 IMMERSION HEATER,none
137321,241104,241104 TXT 5-6 IMMERSION HEATER,none
137320,241103,241103 TXT 1-4 IMMERSION HEATER,none
137318,272324,272324 TXT905T19 COOLING FAN ASSY,none
137317,249102,249102 TXT9905 INPUT TAC AUX SEAL KIT,none
137316,246629,246629 TXT9 SS OPN AUX COVER ASSY,none
137315,246630,246630 TXT9 BS SPLT AUX COVER ASSY,none
137314,249444,249444 TXT9D XT DUTY OUTPUT SEAL,none
137313,248102,248102 TXT8805 INPUT TAC AUX SEAL KIT,none
137312,246625,246625 TXT8 SS CLS AUX COVER ASSY,none
137311,248444,248444 TXT8D XT DUTY OUTPUT SEAL,none
137309,272681,272681 TXT605 COOLING FAN ASSY,none
137308,246620,246620 TXT6 SS OPN AUX COVER ASSY,none
137307,246619,246619 TXT6 SS CLS AUX COVER ASSY,none
137306,246621,246621 TXT6 BS SPLT AUX COVER ASSY,none
137305,245543,245543 TXT5D XT DUTY INPUT SEAL,none
137304,246616,246616 TXT5B SS CLS AUX COVER ASSY,none
137303,246618,246618 TXT5B BS SPL AUX COVER ASSY,none
137302,246444,246444 TXT6D XT DUTY OUTPUT SEAL,none
137301,255231,255231 TXT505A COOLING FAN ASSY,none
137300,245254,245254 TXT5 ABHS TA ASSEMBLY,none
137299,246611,246611 TXT4A SS OPN AUX COVER ASSY,none
137298,246610,246610 TXT4A SS CLS AUX COVER ASSY,none
137297,246612,246612 TXT4A BS SPL AXU COVER ASSY,none
137296,254267,254267 TXT405A TACONITE AUX SEAL KIT,none
137293,272459,272459 TXT205T12 TACONITE AUX SEAL KIT,none
137292,253186,253186 TXT305A TACONITE AUX SEAL KIT,none
137291,253188,253188 TXT305A COOLING FAN ASSY,none
137289,246615,246615 TXT305 BS SPLT AUX COVER ASSY,none
137288,246635,246635 TXT12 SS OPN AUX COVER ASSY,none
137287,246634,246634 TXT12 SS CLS AUX COVER ASSY,none
137286,252102,252102 TXT12 INPUT TAC AUX SEAL KIT,none
137285,246606,246606 TXT2 BS SPLT AUX COVER ASSY,none
137284,272521,272521 TXT105T11 TACONITE AUX SEAL KIT,none
137283,246613,246613 TXT105 BS SPLT AUX COVER ASSY,none
137281,246632,246632 TXT10 SS OPN AUX COVER ASSY,none
137280,250102,250102 TXT10 INPUT TAC AUX SEAL KIT,none
137279,246633,246633 TXT10 BS SPLT AUX COVER ASSY,none
137278,243108,243108 TXT/SCXT3A INPUT TAC AUX SEAL,none
137277,246602,246602 TXT1 SS OPN AUX COVER ASSY,none
137276,246601,246601 TXT1 SS CLS AUX COVER ASSY,none
137275,246603,246603 TXT1 BS SPLT AUX COVER ASSY,none
137274,241213,241213 TXT1 ABHS TA ASSEMBLY,none
137273,272452,272452 TXT/TDT8T18 TAC AXU SEAL KIT,none
137272,272451,272451 TXT/TDT7T17 TAC AUX SEAL KIT,none
137271,272455,272455 TXT/TDT12 TACONITE AUX SEAL KIT,none
137270,272515,272515 TXT/TDT1 TACONITE AUX SEAL KIT,none
137269,246102,246102 TXT/SCXT6605 INPUT TAC AUX SEAL,none
137268,245104,245104 TXT/SCXT5B INPUT TAC AUX SEAL,none
137267,245106,245106 TXT/SCXT505A INPUT TAC AUX SEAL,none
137264,248484,248484 SCXT8D TACONITE AUX SEAL KIT,none
137263,243582,243582 SCXT3A TACONITE AUX SEAL KIT,none
137261,253146,253146 SCXT305A TACONITE AUX SEAL KIT,none
137260,244677,244677 SCXT4A TACONITE AUX SEAL KIT,none
137259,244678,244678 SCXT4A AUX OUTPUT COVER,none
137258,251146,251146 SCXT105 TACONITE AUX SEAL KIT,none
137255,272722,272722 SCXT2 TACONITE AUX SEAL KIT,none
137254,240051,240051 XT ENCL BREATHR SYS TXT12-TDT15,none
137226,244115,DODGE 244115 2 7/16 TDT4 TAPERED BUSH ASSY,none
137203,246267,DODGE 246267 2 15/16 TDT6 TAPERED BUSH ASSY,none
137185,246268,DODGE 246268 3 7/16 TDT6 TAPERED BUSH ASSY,none
137183,246283,DODGE 246283 3 TDT6 TAPERED BUSH ASSY,none
137172,244093,DODGE 244093 1 15/16 TDT4 TAPERED BUSH ASSY,none
137170,242168,DODGE 242168 1 15/16 TDT2 Tapered Bush Assy,none
137149,249305,249305 TXT915TTV HARSH DUTY REDUCER,none
137148,249416,249416 TXT915T FLANGE MOUNT REDUCER,none
137147,249417,249417 TXT915S FLANGE MOUNT REDUCER,none
137146,249414,249414 TXT905T FLANGE MOUNT REDUCER,none
137145,249415,249415 TXT905S FLANGE MOUNT REDUCER,none
137144,249418,249418 TXT926T FLANGE MOUNT REDUCER,none
137143,249419,249419 TXT926S FLANGE MOUNT REDUCER,none
137142,248306,248306 TXT825TTV HARSH DUTY TPR BU RED,none
137141,248418,248418 TXT825T FLANGE MOUNT REDUCER,none
137140,248305,248305 TXT815TTV HARSH DUTY TRP BU RED,none
137139,248416,248416 TXT815T FLANGE MOUNT REDUCER,none
137138,248417,248417 TXT815S FLANGE MOUNT REDUCER,none
137137,248414,248414 TXT805T FLANGE MOUNT REDUCER,none
137136,248415,248415 TXT805S FLANGE MOUNT REDUCER,none
137135,272615,272615 TXT1215TTV TAPER BUSHED REDUCER,none
137134,250418,250418 TXT1024T FLANGE MOUNT REDUCER,none
137133,250419,250419 TXT1024S FLANGE MOUNT REDUCER,none
137132,250025,250025 TXT1015T HARSH DUTY TPR BUSH RED,none
137131,250417,250417 TXT1015S FLANGE MOUNT REDUCER,none
137129,248465,248465 SCXT825 SCREW CONVEYOR REDUCER,none
137108,250260,250260 TXT805TXT-TD10&12 DBLT18 BKSTP,none
137107,244106,244106 TXT4A DBLTXT3 DBL BACKSTOP ASSY,none
137106,243106,243106 TXT309A315A325A BACKSTOP ASSY,none
137105,242101,242101 TXT115125105DBL TDT2 BACKSTOP,none
137104,249260,249260 TXT-TD89&11 DBLNO.89&18 BKSTP,none
137103,247260,247260 TXT-TD7DBLTXT705T17NO17 BKSTP,none
137102,246092,246092 TXT-TD6DBLTXT605T16NO16 BKSTP,none
137098,249269,249269 TXT915TTV TAPER BUSH REDUCER,none
137097,249273,249273 TXT915SSV STRAIGHT BORE REDUCER,none
137096,249270,249270 TXT926TTV TAPER BUSH REDUCER,none
137095,249274,249274 TXT926SSV STRAIGHT BORE REDUCER,none
137094,248280,248280 TXT825ATTV TAPER BUSHED REDUCER,none
137093,248284,248284 TXT825SSV STRAIGHT BORE REDUCER,none
137092,248283,248283 TXT815SSV STRAIGHT BORE REDUCER,none
137091,248275,248275 TXT805TTV TAPER BUSHED REDUCER,none
137090,248277,248277 TXT805SSV STRAIGHT BORE REDUCER,none
137089,272605,272605 TXT1024SSV STRAIGHT BORE REDR,none
137088,272600,272600 TXT1015TTV TAPER BUSH REDUCER,none
137087,118278,DODGE 118278 1A5.6B6.0 BOLT-ON FLEX SHV 70D,none
137081,118280,DODGE 118280 1A6.4B6.8 BOLT-ON FLEX SHV 70D,none
137075,455841,DODGE 455841 4C12.0-E,Gates 7834-4120; Browning (Regal) 4C120E; TB Woods (Altra) 1204C; Martin Sprocket & Gear 4 C 120 E; 
137074,111126,DODGE 111126 10/5V10.9-4040,Martin Sprocket & Gear 10 5V 1090 TB; 
137073,455358,DODGE 455358 5/5V28.0-F,Maurey 55V28.0; Gates 7874-5280; Browning (Regal) 55V2800F; TB Woods (Altra) 5V2805; Martin Sprocket & Gear 5 5V 2800 F; 
137072,115359,DODGE 115359 10C18.0-4545,Martin Sprocket & Gear 10 C 180 TB; 
137071,121823,DODGE 121823 AK124 X 1,none
137069,456065,DODGE 456065 10/5V9.25-F,Maurey 105V9.25; TB Woods (Altra) 5V92510; Gates 7875-0092; Martin Sprocket & Gear 10 5V 925 F; 
137068,455211,DODGE 455211 6/3V19.0-E,Maurey 63V19.0; TB Woods (Altra) 3V1906; Martin Sprocket & Gear 6 3V 1900 E; Gates 7872-6190; Browning (Regal) 63V1900E; 
137067,455374,DODGE 455374 6/5V9.0-E,Maurey 65V9.0; Gates 78746090; Browning (Regal) 1066307; TB Woods (Altra) 5V906; Martin Sprocket & Gear 6 5V 900 E; 
137066,455331,DODGE 455331 5/5V4.4-SD,Maurey 55V4.4; Browning (Regal) 55V440SD; TB Woods (Altra) 5V445; Martin Sprocket & Gear 5 5V 440 SD; 
137065,455318,DODGE 455318 4/5V11.8-E,none
137064,455163,DODGE 455163 3/3V14.0-SK,Maurey 33V14.0; Gates 7872-3140; Browning (Regal) 33V1400SK; TB Woods (Altra) 3V1403; Martin Sprocket & Gear 3 3V 1400 SK; 
137063,455130,DODGE 455130 2/3V3.65-SH,none
137062,455101,DODGE 455101 1/3V2.35-JA,Maurey 13V2.35; TB Woods (Altra) 3V2351; Martin Sprocket & Gear 1 3V 235 JA; Gates 7872-1023; Browning (Regal) 3050192; 
137061,455722,DODGE 455722 6A5.8B6.2-SK,Gates 78316058; Browning (Regal) 6B62SK; TB Woods (Altra) 626B; Martin Sprocket & Gear 6 B 62 SK; 
137060,455573,DODGE 455573 1A15.6B16.0--SK,TB Woods (Altra) 1601B; Gates 7831-1156; Browning (Regal) 1A15.6/B16.0 QD-SK SHEAVE; Martin Sprocket & Gear 1 B 160 SK; 
137059,455878,DODGE 455878 6C9.0-F,Maurey 6C9.0; TB Woods (Altra) 906C; Gates 7834-6090; Browning (Regal) 6C90F; Martin Sprocket & Gear 6 C 90 F; 
